gene,rna_col,queries,gs_names
CLEC14A,rna_CLEC14A,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_EXTRACELLULAR_MATRIX_BINDING; GOMF_EXTRACELLULAR_MATRIX_PROTEIN_BINDING
DCN,rna_DCN,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_EXTRACELLULAR_MATRIX_BINDING; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
DMP1,rna_DMP1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
FBLN2,rna_FBLN2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING; GOMF_EXTRACELLULAR_MATRIX_CONSTITUENT_CONFERRING_ELASTICITY; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
GPC1,rna_GPC1,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_EXTRACELLULAR_MATRIX_BINDING
ITGA2B,rna_ITGA2B,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING; HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION
ITGAV,rna_ITGAV,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING; GOMF_EXTRACELLULAR_MATRIX_PROTEIN_BINDING
LGALS3,rna_LGALS3,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
LTBP2,rna_LTBP2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
LYPD3,rna_LYPD3,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
OLFML2A,rna_OLFML2A,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
OLFML2B,rna_OLFML2B,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
PLEKHA2,rna_PLEKHA2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
POLR2A,rna_POLR2A,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
RPSA,rna_RPSA,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
SLIT2,rna_SLIT2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
SMOC1,rna_SMOC1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
SMOC2,rna_SMOC2,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_EXTRACELLULAR_MATRIX_BINDING
SPOCK2,rna_SPOCK2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
SSC5D,rna_SSC5D,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
THSD1,rna_THSD1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING
VEGFA,rna_VEGFA,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_EXTRACELLULAR_MATRIX_BINDING
VWA1,rna_VWA1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_BINDING; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
EMILIN3,rna_EMILIN3,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_CONSTITUENT_CONFERRING_ELASTICITY; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
FBN2,rna_FBN2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_CONSTITUENT_CONFERRING_ELASTICITY; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
FBN3,rna_FBN3,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_CONSTITUENT_CONFERRING_ELASTICITY; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MEPE,rna_MEPE,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_PROTEIN_BINDING; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
ABI3BP,rna_ABI3BP,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
AMBN,rna_AMBN,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
AMELY,rna_AMELY,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
ASPN,rna_ASPN,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
BMPER,rna_BMPER,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
CILP,rna_CILP,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
EDIL3,rna_EDIL3,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
EFEMP1,rna_EFEMP1,ecm_remodelling; kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
ENAM,rna_ENAM,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
ESM1,rna_ESM1,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
FBLN1,rna_FBLN1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
FCGBP,rna_FCGBP,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
FGL2,rna_FGL2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
FRAS1,rna_FRAS1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
HMCN1,rna_HMCN1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
IGFBP7,rna_IGFBP7,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
LAMA4,rna_LAMA4,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
LAMB4,rna_LAMB4,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
LAMC3,rna_LAMC3,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MATN1,rna_MATN1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MATN2,rna_MATN2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MATN3,rna_MATN3,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MEGF11,rna_MEGF11,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MFAP2,rna_MFAP2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MFAP5,rna_MFAP5,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MFGE8,rna_MFGE8,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MMRN1,rna_MMRN1,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MMRN2,rna_MMRN2,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MUC17,rna_MUC17,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MUC2,rna_MUC2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MUC4,rna_MUC4,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MUC5B,rna_MUC5B,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MUC6,rna_MUC6,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
MXRA5,rna_MXRA5,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
NPNT,rna_NPNT,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
NTN5,rna_NTN5,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
OGN,rna_OGN,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
PODNL1,rna_PODNL1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
POSTN,rna_POSTN,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
PRELP,rna_PRELP,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
PRG2,rna_PRG2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
PRG3,rna_PRG3,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
SPOCK1,rna_SPOCK1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
SRPX,rna_SRPX,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
SRPX2,rna_SRPX2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
STATH,rna_STATH,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
TECTA,rna_TECTA,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
TECTB,rna_TECTB,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
TFPI2,rna_TFPI2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
THBS2,rna_THBS2,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
THBS3,rna_THBS3,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
TUFT1,rna_TUFT1,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE
ZAN,rna_ZAN,ecm_remodelling,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT
NPR2,rna_NPR2,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; HP_ELEVATED_URINARY_COLLAGEN_DEGRADATION_PRODUCTS
CISD2,rna_CISD2,ecm_remodelling,HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION
GFI1B,rna_GFI1B,ecm_remodelling,HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION
HPS6,rna_HPS6,ecm_remodelling,HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION
IKZF5,rna_IKZF5,ecm_remodelling,HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION
NBEAL2,rna_NBEAL2,ecm_remodelling,HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION
SH2B3,rna_SH2B3,ecm_remodelling; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_RECEPTOR_TYROSINE_KINASE_BINDING; HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION
THPO,rna_THPO,ecm_remodelling,HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION
TPM4,rna_TPM4,ecm_remodelling,HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION
NUDT16,rna_NUDT16,metalloprotease_activity,GOMF_METALLOEXOPEPTIDASE_ACTIVITY; GOMF_METALLOPEPTIDASE_ACTIVITY
COPS6,rna_COPS6,metalloprotease_activity,GOMF_METALLOPEPTIDASE_ACTIVITY
PRPF8,rna_PRPF8,metalloprotease_activity,GOMF_METALLOPEPTIDASE_ACTIVITY
GPRC5A,rna_GPRC5A,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY
PTK6,rna_PTK6,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
SRCIN1,rna_SRCIN1,kinase_activity,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOBP_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY
ZFYVE28,rna_ZFYVE28,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY
ZGPAT,rna_ZGPAT,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY
CASS4,rna_CASS4,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY
DOK7,rna_DOK7,kinase_activity,GOBP_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY
NEDD9,rna_NEDD9,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY
RAP2B,rna_RAP2B,kinase_activity,GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY
RAP2C,rna_RAP2C,kinase_activity,GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY
ABL2,rna_ABL2,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
BMX,rna_BMX,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
CLK1,rna_CLK1,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
CSK,rna_CSK,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
EIF2AK3,rna_EIF2AK3,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
FES,rna_FES,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
FRK,rna_FRK,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
MATK,rna_MATK,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
MELK,rna_MELK,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
PEAK1,rna_PEAK1,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
PKDCC,rna_PKDCC,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
SRMS,rna_SRMS,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
STK16,rna_STK16,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
STYK1,rna_STYK1,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
TEC,rna_TEC,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
TNK1,rna_TNK1,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
TNK2,rna_TNK2,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
TXK,rna_TXK,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
TYK2,rna_TYK2,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
WEE1,rna_WEE1,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
WEE2,rna_WEE2,kinase_activity,GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
AATK,rna_AATK,kinase_activity,GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
ALK,rna_ALK,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
CAMKK2,rna_CAMKK2,kinase_activity,GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
CHKA,rna_CHKA,kinase_activity,GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
CLK2,rna_CLK2,kinase_activity,GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
CLK3,rna_CLK3,kinase_activity,GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
CLK4,rna_CLK4,kinase_activity,GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
CRIM1,rna_CRIM1,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
DSTYK,rna_DSTYK,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
DYRK1B,rna_DYRK1B,kinase_activity,GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
DYRK2,rna_DYRK2,kinase_activity,GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
DYRK3,rna_DYRK3,kinase_activity,GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
DYRK4,rna_DYRK4,kinase_activity,GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY
EFNA3,rna_EFNA3,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
EFNA4,rna_EFNA4,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
EFNB3,rna_EFNB3,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
EPHA1,rna_EPHA1,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
EPHA10,rna_EPHA10,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
EPHA3,rna_EPHA3,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
EPHA5,rna_EPHA5,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
EPHA6,rna_EPHA6,kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY
